"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PXDC1",0,0.445178678300112,0.529,0.297,0,"0","PXDC1"
"MCFD2",0,0.443278495340319,0.616,0.355,0,"0","MCFD2"
"YME1L1",0,0.442892696295021,0.66,0.496,0,"0","YME1L1"
"ZEB2",0,0.442741115936555,0.402,0.133,0,"0","ZEB2"
"BIRC2",0,0.442079395009009,0.533,0.369,0,"0","BIRC2"
"MSN",0,0.4411319792266,0.535,0.231,0,"0","MSN"
"PRSS23",0,0.440470598894226,0.42,0.188,0,"0","PRSS23"
"ETS2",0,0.440221397380673,0.65,0.47,0,"0","ETS2"
"RPL6",0,0.439604919709052,0.981,0.784,0,"0","RPL6"
"GLA",0,0.437584552937319,0.436,0.186,0,"0","GLA"
"ERH",0,0.43594592894145,0.844,0.601,0,"0","ERH"
"SEC11A",0,0.435866204173993,0.81,0.581,0,"0","SEC11A"
"OAZ1",0,0.435418968593206,0.942,0.696,0,"0","OAZ1"
"ATP6AP2",0,0.435286628502793,0.73,0.49,0,"0","ATP6AP2"
"B4GALT1",0,0.434628393724922,0.62,0.375,0,"0","B4GALT1"
"BCL3",0,0.434185809384899,0.398,0.23,0,"0","BCL3"
"UGDH",0,0.433363892075823,0.542,0.273,0,"0","UGDH"
"SERPINB6",0,0.432577835285673,0.573,0.307,0,"0","SERPINB6"
"EPB41L4A-AS1",0,0.431808754817504,0.679,0.441,0,"0","EPB41L4A-AS1"
"SNRPB",0,0.430837891975599,0.826,0.579,0,"0","SNRPB"
"SERPINH1",0,0.429987544722272,0.404,0.157,0,"0","SERPINH1"
"DKK2",0,0.428878511867673,0.444,0.147,0,"0","DKK2"
"FKBP2",0,0.427520409869232,0.673,0.496,0,"0","FKBP2"
"POU2F2",0,0.426520797891224,0.322,0.092,0,"0","POU2F2"
"PTTG1IP",0,0.426176187745119,0.615,0.435,0,"0","PTTG1IP"
"ACSL3",0,0.426026773737438,0.746,0.544,0,"0","ACSL3"
"YBX3",0,0.425385545622646,0.929,0.801,0,"0","YBX3"
"CANX",0,0.424852450424897,0.773,0.568,0,"0","CANX"
"PPA1",0,0.422855237294724,0.8,0.602,0,"0","PPA1"
"TP53RK",0,0.421146454525819,0.454,0.216,0,"0","TP53RK"
"ARL6IP1",0,0.420792477434431,0.676,0.467,0,"0","ARL6IP1"
"ILF2",0,0.419809303056414,0.715,0.49,0,"0","ILF2"
"RGS2",0,0.418558304816667,0.327,0.13,0,"0","RGS2"
"COQ10B",0,0.41787427654805,0.657,0.452,0,"0","COQ10B"
"CAVIN1",0,0.416375135698467,0.669,0.385,0,"0","CAVIN1"
"PLSCR4",0,0.416114019672107,0.438,0.154,0,"0","PLSCR4"
"AKIRIN2",0,0.415698033226723,0.583,0.385,0,"0","AKIRIN2"
"SPRY2",0,0.415244739179684,0.407,0.228,0,"0","SPRY2"
"AKAP12",0,0.414606739013154,0.312,0.152,0,"0","AKAP12"
"LPCAT2",0,0.413608308376805,0.331,0.115,0,"0","LPCAT2"
"CDV3",0,0.412862473762783,0.726,0.509,0,"0","CDV3"
"UBE2B",0,0.412414351677584,0.864,0.686,0,"0","UBE2B"
"MED10",0,0.411766237599651,0.681,0.473,0,"0","MED10"
"NUDC",0,0.411364645944531,0.738,0.496,0,"0","NUDC"
"AK6",0,0.411073086360675,0.613,0.379,0,"0","AK6"
"PRPF38B",0,0.409975156848666,0.602,0.423,0,"0","PRPF38B"
"RAB32",0,0.407154068804918,0.46,0.227,0,"0","RAB32"
"PDIA6",0,0.405894045694111,0.717,0.532,0,"0","PDIA6"
"SUB1",0,0.405268386305442,0.874,0.651,0,"0","SUB1"
"CCDC47",0,0.404954008684048,0.693,0.468,0,"0","CCDC47"
"CACHD1",0,0.404867014720929,0.387,0.141,0,"0","CACHD1"
"TLN1",0,0.399888400026506,0.547,0.274,0,"0","TLN1"
"LHFPL2",0,0.399841830485606,0.332,0.119,0,"0","LHFPL2"
"GNG5",0,0.39947204536925,0.855,0.593,0,"0","GNG5"
"RSL1D1",0,0.398539627403074,0.693,0.456,0,"0","RSL1D1"
"BCAP29",0,0.397945991256257,0.525,0.273,0,"0","BCAP29"
"PFN1",0,0.397598540539898,0.921,0.654,0,"0","PFN1"
"ATF4",0,0.397552387480043,0.791,0.612,0,"0","ATF4"
"QPCT",0,0.396178289713869,0.379,0.122,0,"0","QPCT"
"C16orf45",0,0.394819362167487,0.363,0.134,0,"0","C16orf45"
"OTUD6B-AS1",0,0.394671182852862,0.574,0.344,0,"0","OTUD6B-AS1"
"TMED5",0,0.394417156638066,0.542,0.333,0,"0","TMED5"
"TMEM59",0,0.392442733272613,0.889,0.691,0,"0","TMEM59"
"NT5E",0,0.392164858612754,0.383,0.132,0,"0","NT5E"
"PDGFRL",0,0.39180584369951,0.431,0.149,0,"0","PDGFRL"
"BICC1",0,0.391760846448032,0.478,0.176,0,"0","BICC1"
"TUBA1A",0,0.391699097227101,0.48,0.285,0,"0","TUBA1A"
"CCDC59",0,0.391307281451122,0.618,0.4,0,"0","CCDC59"
"RAB34",0,0.388418946274524,0.6,0.347,0,"0","RAB34"
"LURAP1L",0,0.387435172321034,0.306,0.1,0,"0","LURAP1L"
"POMP",0,0.386514919866673,0.886,0.661,0,"0","POMP"
"NANOS1",0,0.386502053773171,0.336,0.097,0,"0","NANOS1"
"SERTAD1",0,0.385940616073272,0.566,0.378,0,"0","SERTAD1"
"TUBA1C",0,0.385119294210645,0.811,0.582,0,"0","TUBA1C"
"PITHD1",0,0.384947755192173,0.623,0.415,0,"0","PITHD1"
"TUBA1B",0,0.384873578404775,0.869,0.588,0,"0","TUBA1B"
"KLF2",0,0.384768687689858,0.446,0.19,0,"0","KLF2"
"NDNF",0,0.384003743620387,0.414,0.157,0,"0","NDNF"
"DDR2",0,0.383567667124597,0.452,0.191,0,"0","DDR2"
"C6orf48",0,0.38348028014043,0.435,0.211,0,"0","C6orf48"
"H2AFJ",0,0.383191656903121,0.668,0.379,0,"0","H2AFJ"
"PDGFD",0,0.382181631364181,0.441,0.154,0,"0","PDGFD"
"NAP1L1",0,0.381486611239156,0.846,0.651,0,"0","NAP1L1"
"FOXO3",0,0.380725084867318,0.524,0.329,0,"0","FOXO3"
"SF3B5",0,0.378482898159401,0.733,0.519,0,"0","SF3B5"
"TRAPPC4",0,0.377935850949427,0.548,0.318,0,"0","TRAPPC4"
"PRDX6",0,0.377404648809034,0.816,0.602,0,"0","PRDX6"
"PDLIM4",0,0.377043300374828,0.527,0.268,0,"0","PDLIM4"
"TMED9",0,0.376972786582905,0.671,0.484,0,"0","TMED9"
"SUGT1",0,0.376659459588019,0.59,0.376,0,"0","SUGT1"
"TMEM38B",0,0.375488821986277,0.406,0.17,0,"0","TMEM38B"
"AC016831.7",0,0.374889975692756,0.32,0.109,0,"0","AC016831.7"
"GPATCH4",0,0.374510491484969,0.443,0.245,0,"0","GPATCH4"
"DRAP1",0,0.373081472007706,0.846,0.594,0,"0","DRAP1"
"NR3C1",0,0.372789410312161,0.57,0.345,0,"0","NR3C1"
"DPYSL2",0,0.372441750489898,0.517,0.224,0,"0","DPYSL2"
"RASD1",0,0.372434767540335,0.346,0.149,0,"0","RASD1"
"TAF1D",0,0.371304548459896,0.743,0.564,0,"0","TAF1D"
"IRX2",0,0.371217501860646,0.37,0.179,0,"0","IRX2"
"CCDC85B",0,0.371120291919475,0.673,0.463,0,"0","CCDC85B"
"SLC9B2",0,0.369337523575378,0.273,0.081,0,"0","SLC9B2"
"JMJD6",0,0.369159381803771,0.473,0.255,0,"0","JMJD6"
"PCBP1",0,0.368643533857463,0.794,0.59,0,"0","PCBP1"
"TOP1",0,0.368140292332988,0.758,0.625,0,"0","TOP1"
"OSER1",0,0.367079340210734,0.653,0.461,0,"0","OSER1"
"ALCAM",0,0.366859548330289,0.463,0.215,0,"0","ALCAM"
"DNAJC8",0,0.366802414305813,0.692,0.474,0,"0","DNAJC8"
"S100A10",0,0.366316560139818,0.964,0.774,0,"0","S100A10"
"NEU1",0,0.365864807850878,0.467,0.245,0,"0","NEU1"
"ENY2",0,0.365528835209566,0.759,0.557,0,"0","ENY2"
"SFPQ",0,0.365368990090387,0.84,0.704,0,"0","SFPQ"
"LRPAP1",0,0.3649181698539,0.679,0.452,0,"0","LRPAP1"
"ATP6V1G1",0,0.364029769657953,0.919,0.663,0,"0","ATP6V1G1"
"NASP",0,0.363013915796422,0.588,0.37,0,"0","NASP"
"COL6A3",0,0.362934724211301,0.581,0.219,0,"0","COL6A3"
"NDUFAF4",0,0.362289406339789,0.407,0.204,0,"0","NDUFAF4"
"H2AFX",0,0.362043095146639,0.372,0.146,0,"0","H2AFX"
"MRFAP1",0,0.361953508346862,0.769,0.551,0,"0","MRFAP1"
"DNAJC3",0,0.361905337919148,0.63,0.453,0,"0","DNAJC3"
"UBL3",0,0.361747815581612,0.598,0.437,0,"0","UBL3"
"EID1",0,0.361512438397964,0.769,0.531,0,"0","EID1"
"PSMB3",0,0.361508371774922,0.777,0.494,0,"0","PSMB3"
"BLOC1S6",0,0.360419856084392,0.501,0.271,0,"0","BLOC1S6"
"NACA",0,0.359776649239033,0.982,0.786,0,"0","NACA"
"EIF3J",0,0.359774669049584,0.681,0.511,0,"0","EIF3J"
"ARPC5",0,0.359471583945331,0.704,0.481,0,"0","ARPC5"
"FSTL1",0,0.35944022654696,0.525,0.25,0,"0","FSTL1"
"IDI1",0,0.359231711651053,0.647,0.466,0,"0","IDI1"
"PNO1",0,0.358222989274678,0.453,0.23,0,"0","PNO1"
"DPH3",0,0.357844060639083,0.524,0.315,0,"0","DPH3"
"STOM",0,0.356525201748355,0.558,0.356,0,"0","STOM"
"UFM1",0,0.355156539244487,0.679,0.508,0,"0","UFM1"
"GNAS",0,0.354033092869506,0.864,0.721,0,"0","GNAS"
"ARL2",0,0.35358672840055,0.574,0.342,0,"0","ARL2"
"ADAMTS1",0,0.352975554843879,0.287,0.101,0,"0","ADAMTS1"
"BLVRB",0,0.352169772656947,0.704,0.519,0,"0","BLVRB"
"SERP1",0,0.351992229629204,0.882,0.691,0,"0","SERP1"
"MTPN",0,0.351971072773044,0.698,0.501,0,"0","MTPN"
"TWISTNB",0,0.351816788897092,0.361,0.18,0,"0","TWISTNB"
"RPL14",0,0.350536290491156,0.983,0.775,0,"0","RPL14"
"ACO1",0,0.350396368172951,0.412,0.193,0,"0","ACO1"
"SMIM3",0,0.349777968733998,0.399,0.161,0,"0","SMIM3"
"SAMD4A",0,0.34972449236727,0.326,0.129,0,"0","SAMD4A"
"EIF1AX",0,0.348908617479037,0.832,0.638,0,"0","EIF1AX"
"PHC2",0,0.348697946012499,0.544,0.303,0,"0","PHC2"
"CCT6A",0,0.348278850694252,0.688,0.478,0,"0","CCT6A"
"TRAM1",0,0.348052159795707,0.657,0.457,0,"0","TRAM1"
"MARCH3",0,0.348040516550564,0.287,0.089,0,"0","MARCH3"
"SARS",0,0.347410922873433,0.552,0.327,0,"0","SARS"
"ST13",0,0.346998730536351,0.823,0.625,0,"0","ST13"
"NOP16",0,0.345861065802493,0.419,0.236,0,"0","NOP16"
"GABARAPL2",0,0.344118394279273,0.842,0.604,0,"0","GABARAPL2"
"MRPL50",0,0.343466130980712,0.497,0.298,0,"0","MRPL50"
"ITGB1",0,0.34311778297709,0.859,0.695,0,"0","ITGB1"
"MAGOH",0,0.34270329108676,0.632,0.428,0,"0","MAGOH"
"SON",0,0.342471035522327,0.867,0.736,0,"0","SON"
"KHDRBS3",0,0.342316948437569,0.311,0.127,0,"0","KHDRBS3"
"SSR2",0,0.342195035210227,0.653,0.481,0,"0","SSR2"
"IRAK2",0,0.34197231946888,0.367,0.187,0,"0","IRAK2"
"H2AFV",0,0.341499919115357,0.631,0.365,0,"0","H2AFV"
"HINT1",0,0.341305860531085,0.947,0.757,0,"0","HINT1"
"NXT1",0,0.341166279680834,0.56,0.354,0,"0","NXT1"
"CTNNAL1",0,0.340838966578482,0.58,0.343,0,"0","CTNNAL1"
"PRDX1",0,0.340639585048402,0.961,0.758,0,"0","PRDX1"
"RCN1",0,0.340503174249838,0.511,0.3,0,"0","RCN1"
"TCF4",0,0.33970031509271,0.611,0.263,0,"0","TCF4"
"KDELR2",0,0.338828915578262,0.688,0.478,0,"0","KDELR2"
"NUDT4",0,0.338823123120299,0.486,0.26,0,"0","NUDT4"
"UBE2A",0,0.338113237232386,0.607,0.423,0,"0","UBE2A"
"CSGALNACT2",0,0.337370216236748,0.424,0.183,0,"0","CSGALNACT2"
"PFDN2",0,0.337322882478049,0.837,0.61,0,"0","PFDN2"
"UNC50",0,0.337320756865397,0.537,0.336,0,"0","UNC50"
"SSB",0,0.337269942333121,0.708,0.489,0,"0","SSB"
"AL118516.1",0,0.337082325399406,0.342,0.171,0,"0","AL118516.1"
"EIF5B",0,0.336742596959638,0.786,0.621,0,"0","EIF5B"
"WNT5A",0,0.336330319439008,0.424,0.181,0,"0","WNT5A"
"CALR",0,0.336007276410202,0.762,0.57,0,"0","CALR"
"MGAT1",0,0.335562372680698,0.543,0.324,0,"0","MGAT1"
"PLEKHA3",0,0.335438916315642,0.536,0.311,0,"0","PLEKHA3"
"FUNDC2",0,0.334809854787778,0.559,0.372,0,"0","FUNDC2"
"NDUFAF3",0,0.333652024150937,0.564,0.363,0,"0","NDUFAF3"
"PTMS",0,0.333613230176455,0.709,0.462,0,"0","PTMS"
"SNRPN",0,0.333099643339335,0.506,0.285,0,"0","SNRPN"
"HGF",0,0.333021685293319,0.296,0.094,0,"0","HGF"
"NPC2",0,0.332223547666003,0.765,0.548,0,"0","NPC2"
"SAV1",0,0.331766527684563,0.471,0.245,0,"0","SAV1"
"WDR83OS",0,0.331460739599381,0.748,0.517,0,"0","WDR83OS"
"ZNF106",0,0.330266779511722,0.511,0.323,0,"0","ZNF106"
"PSMB1",0,0.328576226771786,0.89,0.669,0,"0","PSMB1"
"EVA1B",0,0.328321251099786,0.449,0.233,0,"0","EVA1B"
"UBE2D3",0,0.328132102581768,0.901,0.799,0,"0","UBE2D3"
"TCEAL3",0,0.326135142010863,0.441,0.212,0,"0","TCEAL3"
"TXNL1",0,0.32610953337301,0.732,0.547,0,"0","TXNL1"
"IMPAD1",0,0.326050392049096,0.477,0.243,0,"0","IMPAD1"
"PIP4P2",0,0.323881034108809,0.358,0.145,0,"0","PIP4P2"
"FAM241A",0,0.323809033835124,0.307,0.112,0,"0","FAM241A"
"LRRC59",0,0.323562982499771,0.549,0.346,0,"0","LRRC59"
"RPS27A",0,0.322708238611472,0.989,0.797,0,"0","RPS27A"
"SPART",0,0.321662722844907,0.6,0.403,0,"0","SPART"
"DYRK3",0,0.321267369415162,0.269,0.091,0,"0","DYRK3"
"CNBP",0,0.321241177441267,0.865,0.686,0,"0","CNBP"
"HSPA13",0,0.320108393974529,0.4,0.189,0,"0","HSPA13"
"SPCS1",0,0.319929985776513,0.825,0.595,0,"0","SPCS1"
"AXL",0,0.319760242478489,0.522,0.249,0,"0","AXL"
"NDUFB9",0,0.319394778099084,0.767,0.558,0,"0","NDUFB9"
"RASSF8",0,0.318580630039078,0.445,0.209,0,"0","RASSF8"
"APLP2",0,0.318236616090558,0.803,0.659,0,"0","APLP2"
"CDH11",0,0.317811639667024,0.402,0.152,0,"0","CDH11"
"TWIST2",0,0.317279435210817,0.418,0.167,0,"0","TWIST2"
"URGCP",0,0.316707521528336,0.368,0.187,0,"0","URGCP"
"DNAJC2",0,0.315230376342848,0.511,0.326,0,"0","DNAJC2"
"PGM3",0,0.315034988750856,0.414,0.224,0,"0","PGM3"
"CHPT1",0,0.314754098432615,0.394,0.144,0,"0","CHPT1"
"NOP56",0,0.313759271086841,0.491,0.289,0,"0","NOP56"
"CCT5",0,0.313682504919626,0.659,0.437,0,"0","CCT5"
"ZBTB21",0,0.313471830268068,0.395,0.198,0,"0","ZBTB21"
"ADRM1",0,0.31156339953382,0.603,0.419,0,"0","ADRM1"
"SFR1",0,0.311536006039264,0.305,0.125,0,"0","SFR1"
"DYNC1LI1",0,0.311385261965107,0.507,0.31,0,"0","DYNC1LI1"
"DCAF13",0,0.310023750135855,0.478,0.285,0,"0","DCAF13"
"GLRX2",0,0.309202244214769,0.411,0.221,0,"0","GLRX2"
"ATP6V0E1",0,0.308927432397803,0.879,0.667,0,"0","ATP6V0E1"
"PEA15",0,0.308469590049994,0.566,0.37,0,"0","PEA15"
"ACTN1",0,0.308343561751101,0.534,0.28,0,"0","ACTN1"
"PTP4A2",0,0.307655319441234,0.763,0.573,0,"0","PTP4A2"
"C1orf198",0,0.30712833304191,0.342,0.13,0,"0","C1orf198"
"TFPI",0,0.306841502055231,0.366,0.135,0,"0","TFPI"
"CEBPZ",0,0.306409609916335,0.604,0.431,0,"0","CEBPZ"
"AAED1",0,0.30575751385346,0.34,0.141,0,"0","AAED1"
"ARF1",0,0.305241457485588,0.827,0.626,0,"0","ARF1"
"KATNA1",0,0.304997626999636,0.417,0.241,0,"0","KATNA1"
"PSMA3",0,0.304987461859385,0.718,0.528,0,"0","PSMA3"
"TMEM263",0,0.304626783842473,0.449,0.228,0,"0","TMEM263"
"EBNA1BP2",0,0.304464451120215,0.54,0.349,0,"0","EBNA1BP2"
"RPL7L1",0,0.304021091049857,0.578,0.379,0,"0","RPL7L1"
"KIAA0040",0,0.303668087777791,0.312,0.151,0,"0","KIAA0040"
"TXLNG",0,0.303596702967603,0.423,0.224,0,"0","TXLNG"
"TMBIM4",0,0.303242463108675,0.671,0.467,0,"0","TMBIM4"
"NANS",0,0.302948400654349,0.442,0.273,0,"0","NANS"
"SVIP",0,0.302660839702639,0.485,0.296,0,"0","SVIP"
"ING1",0,0.302585087555798,0.385,0.192,0,"0","ING1"
"DRAM1",0,0.302459445412851,0.285,0.117,0,"0","DRAM1"
"TNFRSF10D",0,0.30193500047824,0.286,0.097,0,"0","TNFRSF10D"
"HMGB1",0,0.301859140534513,0.949,0.803,0,"0","HMGB1"
"LPAR1",0,0.301833361033879,0.39,0.169,0,"0","LPAR1"
"ETHE1",0,0.301560633681002,0.575,0.391,0,"0","ETHE1"
"RHOBTB3",0,0.301237057910333,0.552,0.292,0,"0","RHOBTB3"
"JTB",0,0.300967113246499,0.692,0.49,0,"0","JTB"
"CEMIP",0,0.300916918205801,0.537,0.23,0,"0","CEMIP"
"NFKBIB",0,0.300831627125277,0.453,0.272,0,"0","NFKBIB"
"TMED2",0,0.3007980826733,0.734,0.53,0,"0","TMED2"
"PSMC4",0,0.300362557749961,0.568,0.377,0,"0","PSMC4"
"ARFGAP3",0,0.299222521120462,0.599,0.427,0,"0","ARFGAP3"
"RPS4X",0,0.299161075779438,0.984,0.771,0,"0","RPS4X"
"CD40",0,0.298916295897679,0.342,0.15,0,"0","CD40"
"VAMP5",0,0.29891010866316,0.381,0.167,0,"0","VAMP5"
"MRPL47",0,0.298064555306105,0.55,0.357,0,"0","MRPL47"
"SLC16A7",0,0.297111480005878,0.419,0.208,0,"0","SLC16A7"
"UBXN1",0,0.296963302790378,0.724,0.531,0,"0","UBXN1"
"SCML1",0,0.296733677842556,0.374,0.196,0,"0","SCML1"
"CPNE8",0,0.295952187325623,0.38,0.177,0,"0","CPNE8"
"SNRPB2",0,0.295536097233992,0.603,0.425,0,"0","SNRPB2"
"UTP23",0,0.294144437034069,0.349,0.166,0,"0","UTP23"
"S100A11",0,0.292664110857757,0.976,0.759,0,"0","S100A11"
"BRIX1",0,0.292574220135554,0.501,0.312,0,"0","BRIX1"
"LAP3",0,0.292300967070321,0.404,0.24,0,"0","LAP3"
"A1BG",0,0.292110007598345,0.324,0.116,0,"0","A1BG"
"SLC39A7",0,0.291994759498965,0.434,0.269,0,"0","SLC39A7"
"TROVE2",0,0.291471994176022,0.374,0.19,0,"0","TROVE2"
"CYBRD1",0,0.291289902015805,0.589,0.376,0,"0","CYBRD1"
"MRPL32",0,0.291030263621386,0.535,0.363,0,"0","MRPL32"
"NGDN",0,0.289311600807895,0.44,0.269,0,"0","NGDN"
"OSGIN2",0,0.288857537651763,0.375,0.197,0,"0","OSGIN2"
"GGT5",0,0.288690811960945,0.308,0.108,0,"0","GGT5"
"FAP",0,0.28838040283991,0.255,0.07,0,"0","FAP"
"PPIL4",0,0.288324932152538,0.506,0.327,0,"0","PPIL4"
"DEK",0,0.28831899940476,0.73,0.547,0,"0","DEK"
"MRPS18C",0,0.287290731551639,0.565,0.385,0,"0","MRPS18C"
"RTRAF",0,0.287168255594122,0.732,0.535,0,"0","RTRAF"
"EIF4A1",0,0.286096270931994,0.782,0.542,0,"0","EIF4A1"
"ETF1",0,0.285774574058159,0.695,0.52,0,"0","ETF1"
"ERLEC1",0,0.285547001548747,0.482,0.312,0,"0","ERLEC1"
"PRDX4",0,0.285180961536087,0.553,0.352,0,"0","PRDX4"
"MAPRE1",0,0.285102788706048,0.488,0.317,0,"0","MAPRE1"
"RRP15",0,0.284876934274168,0.461,0.288,0,"0","RRP15"
"KPNA2",0,0.284376090530705,0.43,0.226,0,"0","KPNA2"
"EIF2S1",0,0.284280866607608,0.574,0.387,0,"0","EIF2S1"
"PCOLCE2",0,0.283599309474361,0.304,0.129,0,"0","PCOLCE2"
"RPL7A",0,0.282488634264565,0.985,0.784,0,"0","RPL7A"
"CD34",0,0.282429822477167,0.312,0.099,0,"0","CD34"
"PARK7",0,0.282309680423704,0.846,0.632,0,"0","PARK7"
"FKBP9",0,0.282195369078419,0.39,0.196,0,"0","FKBP9"
"GAS6",0,0.281763179227504,0.514,0.307,0,"0","GAS6"
"GADD45GIP1",0,0.281609944159971,0.688,0.495,0,"0","GADD45GIP1"
"TBPL1",0,0.281372118178305,0.41,0.242,0,"0","TBPL1"
"CAMLG",0,0.280668683383914,0.645,0.459,0,"0","CAMLG"
"RPL24",0,0.280232706775064,0.981,0.785,0,"0","RPL24"
"PA2G4",0,0.280093069965648,0.738,0.528,0,"0","PA2G4"
"COPZ2",0,0.279518749216741,0.364,0.168,0,"0","COPZ2"
"RABGEF1",0,0.27936321125502,0.281,0.146,0,"0","RABGEF1"
"SRSF10",0,0.278212079406997,0.64,0.465,0,"0","SRSF10"
"DHRS7",0,0.276487893856442,0.488,0.309,0,"0","DHRS7"
"RRAS",0,0.27641720136261,0.391,0.201,0,"0","RRAS"
"NOC3L",0,0.276311043119632,0.408,0.237,0,"0","NOC3L"
"COPRS",0,0.27608953363603,0.479,0.299,0,"0","COPRS"
"C8orf33",0,0.276057683597097,0.416,0.238,0,"0","C8orf33"
"RPL5",0,0.275848843264824,0.982,0.811,0,"0","RPL5"
"C12orf65",0,0.275793514948252,0.32,0.139,0,"0","C12orf65"
"FBXO30",0,0.274833740989323,0.284,0.112,0,"0","FBXO30"
"TMX4",0,0.274600378988313,0.432,0.248,0,"0","TMX4"
"FAM126A",0,0.27396097177471,0.512,0.243,0,"0","FAM126A"
"CAVIN3",0,0.273290734217246,0.388,0.189,0,"0","CAVIN3"
"LSAMP",0,0.273236821705919,0.402,0.139,0,"0","LSAMP"
"FNIP1",0,0.273193191877708,0.453,0.269,0,"0","FNIP1"
"ENPP1",0,0.27303991333832,0.444,0.164,0,"0","ENPP1"
"CLEC11A",0,0.272919888309401,0.388,0.22,0,"0","CLEC11A"
"RECQL",0,0.27194499670932,0.384,0.199,0,"0","RECQL"
"RPF2",0,0.271438485929701,0.463,0.285,0,"0","RPF2"
"OAT",0,0.271038760714828,0.447,0.248,0,"0","OAT"
"EMC7",0,0.270519580593332,0.585,0.4,0,"0","EMC7"
"POLR2K",0,0.269007375359513,0.687,0.485,0,"0","POLR2K"
"TPRA1",0,0.268217162109283,0.323,0.17,0,"0","TPRA1"
"CWC25",0,0.268173780943231,0.442,0.268,0,"0","CWC25"
"ARMCX3",0,0.268036874670499,0.341,0.15,0,"0","ARMCX3"
"CD59",0,0.267609608859977,0.77,0.545,0,"0","CD59"
"CPQ",0,0.267067386072743,0.391,0.166,0,"0","CPQ"
"SRFBP1",0,0.267063416388903,0.436,0.264,0,"0","SRFBP1"
"RPS17",0,0.266620988043603,0.681,0.422,0,"0","RPS17"
"NDUFA4",0,0.266616155595027,0.894,0.658,0,"0","NDUFA4"
"PAK1IP1",0,0.266572962590116,0.398,0.23,0,"0","PAK1IP1"
"TARS",0,0.266406907989764,0.459,0.256,0,"0","TARS"
"C8orf88",0,0.266401337625119,0.267,0.083,0,"0","C8orf88"
"GOLT1B",0,0.266190188965616,0.443,0.277,0,"0","GOLT1B"
"CNN3",0,0.265966846950487,0.675,0.476,0,"0","CNN3"
"MGP",0,0.265792561452432,0.543,0.25,0,"0","MGP"
"RELB",0,0.265322094986047,0.398,0.237,0,"0","RELB"
"CCDC151",0,0.263055283864611,0.311,0.111,0,"0","CCDC151"
"ALAS1",0,0.263001388342668,0.317,0.167,0,"0","ALAS1"
"LGMN",0,0.262495790563189,0.41,0.227,0,"0","LGMN"
"ARMCX1",0,0.261881490874111,0.291,0.113,0,"0","ARMCX1"
"CCT3",0,0.26095729879663,0.617,0.432,0,"0","CCT3"
"SRM",0,0.258886657867966,0.492,0.312,0,"0","SRM"
"S1PR3",0,0.258886642312828,0.254,0.099,0,"0","S1PR3"
"PPP1R18",0,0.258494170743668,0.364,0.2,0,"0","PPP1R18"
"JCAD",0,0.25839184421638,0.252,0.072,0,"0","JCAD"
"CHSY1",0,0.258103595234293,0.364,0.182,0,"0","CHSY1"
"NENF",0,0.257963802973812,0.702,0.495,0,"0","NENF"
"RFLNB",0,0.257714795187299,0.27,0.104,0,"0","RFLNB"
"SMNDC1",0,0.257175565784508,0.417,0.259,0,"0","SMNDC1"
"IFT57",0,0.256710367192725,0.468,0.295,0,"0","IFT57"
"NSA2",0,0.25627128902942,0.651,0.467,0,"0","NSA2"
"ZNHIT3",0,0.256176893360722,0.417,0.248,0,"0","ZNHIT3"
"STIP1",0,0.256074226975004,0.484,0.311,0,"0","STIP1"
"NSMCE3",0,0.255660770791936,0.338,0.185,0,"0","NSMCE3"
"LEPROT",0,0.255219694056722,0.59,0.408,0,"0","LEPROT"
"ARL14EP",0,0.253649535724789,0.339,0.186,0,"0","ARL14EP"
"SLC5A3",0,0.253316323050673,0.322,0.164,0,"0","SLC5A3"
"YARS",0,0.252508862152455,0.347,0.178,0,"0","YARS"
"TAF13",0,0.252460968251016,0.415,0.244,0,"0","TAF13"
"PLPP5",0,0.252435563942858,0.366,0.201,0,"0","PLPP5"
"ERN1",0,0.251860982200525,0.336,0.169,0,"0","ERN1"
"PRRX2",0,0.25111752235065,0.332,0.157,0,"0","PRRX2"
"SMARCA5",1.11227469637065e-307,0.286633976800903,0.612,0.445,9.93672845496651e-303,"0","SMARCA5"
"PYURF",2.18253830660885e-307,0.257022482249157,0.6,0.418,1.94981424697515e-302,"0","PYURF"
"KLF9",4.20988195015778e-307,0.291266949924002,0.5,0.329,3.76098223781245e-302,"0","KLF9"
"RTN4",2.09837414378169e-306,0.30813814233512,0.899,0.761,1.87462450883025e-301,"0","RTN4"
"RNF181",1.75416273484595e-304,0.343557365327509,0.616,0.446,1.56711636242933e-299,"0","RNF181"
"TRIR",1.15081617265379e-303,0.272382319705248,0.781,0.573,1.02810464416372e-298,"0","TRIR"
"HNRNPU",8.58613575667173e-302,0.340007040672742,0.836,0.727,7.67059610093782e-297,"0","HNRNPU"
"HNRNPDL",1.07352578826338e-301,0.28524705702423,0.906,0.808,9.59055733460853e-297,"0","HNRNPDL"
"COA4",1.43518776082341e-301,0.292055606657805,0.528,0.362,1.28215368988681e-296,"0","COA4"
"EIF2S2",3.39584083699573e-301,0.291459887774569,0.789,0.599,3.03374232854688e-296,"0","EIF2S2"
"RAB13",1.61356511350787e-299,0.292579635760355,0.568,0.396,1.44151066545453e-294,"0","RAB13"
